name,percentage_male,japanese_name,classfication,attack,defense,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,capture_rate,experience_growth,height_m,hp,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
Glaceon,88.1,Glaciaグレイシア,Fresh Snow Pokémon,60,110,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,8960,35,525,45,1000000,0.8,65,471,130,95,65,ice,,25.9,4,0
Gliscor,50,Glionグライオン,Fang Scorp Pokémon,95,125,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,5120,70,510,30,1059860,2.0,75,472,45,75,95,ground,flying,42.5,4,0
Mamoswine,50,Mammooマンムー,Twin Tusk Pokémon,130,80,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,5120,70,530,50,1250000,2.5,110,473,70,60,80,ice,ground,291.0,4,0
Porygon-Z,,Porygon-zポリゴンＺ,Virtual Pokémon,80,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,535,30,1000000,0.9,85,474,135,75,90,normal,,34.0,4,0
Gallade,100,Erureidoエルレイド,Blade Pokémon,165,95,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,5120,35,618,45,1250000,1.6,68,475,65,115,110,psychic,fighting,52.0,4,0
Probopass,50,Dainoseダイノーズ,Compass Pokémon,55,145,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,5120,70,525,60,1000000,1.4,60,476,75,150,40,rock,steel,340.0,4,0
Dusknoir,50,Yonoirヨノワール,Gripper Pokémon,100,135,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,525,45,800000,2.2,45,477,65,135,45,ghost,,106.6,4,0
Froslass,0,Yukimenokoユキメノコ,Snow Land Pokémon,80,70,0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,5120,70,480,75,1000000,1.3,70,478,80,70,110,ice,ghost,26.6,4,0
Rotom,,Rotomロトム,Plasma Pokémon,65,107,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,5120,70,520,45,1000000,0.3,50,479,105,107,86,electric,ghost,0.3,4,0
Uxie,,Yuxieユクシー,Knowledge Pokémon,75,130,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,20480,140,580,3,1250000,0.3,75,480,75,130,95,psychic,,0.3,4,1
Mesprit,,Emritエムリット,Emotion Pokémon,105,105,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,20480,140,580,3,1250000,0.3,80,481,105,105,80,psychic,,0.3,4,1
Azelf,,Agnomeアグノム,Willpower Pokémon,125,70,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,20480,140,580,3,1250000,0.3,75,482,125,70,115,psychic,,0.3,4,1
Dialga,,Dialgaディアルガ,Temporal Pokémon,120,120,0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,30720,0,680,3,1250000,5.4,100,483,150,100,90,steel,dragon,683.0,4,1
Palkia,,Palkiaパルキア,Spatial Pokémon,120,100,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,30720,0,680,3,1250000,4.2,90,484,150,120,100,water,dragon,336.0,4,1
Heatran,50,Heatranヒードラン,Lava Dome Pokémon,0.00,0.00,0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,2560,100,600,3,1250000,1.7,91,485,130,106,77,fire,steel,430.0,4,1
Regigigas,,Regigigasレジギガス,Colossal Pokémon,160,110,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30720,0,670,3,1250000,3.7,110,486,80,110,100,normal,,420.0,4,1
Giratina,,Giratina (another Forme)ギラティナ,Renegade Pokémon,120,100,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,30720,0,680,3,1250000,4.5,150,487,120,100,90,ghost,dragon,750.0,4,1
Cresselia,0,Cresseliaクレセリア,Lunar Pokémon,70,120,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,100,600,3,1250000,1.5,120,488,75,130,85,psychic,,85.6,4,1
Phione,,Phioneフィオネ,Sea Drifter Pokémon,80,80,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,480,30,1250000,0.4,80,489,80,80,80,water,,3.1,4,0
Manaphy,,Manaphyマナフィ,Seafaring Pokémon,100,100,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,2560,70,600,3,1250000,0.3,100,490,100,100,100,water,,1.4,4,1
Darkrai,,Darkraiダークライ,Pitch-Black Pokémon,90,90,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,30720,0,600,3,1250000,1.5,70,491,135,90,125,dark,,50.5,4,1
Shaymin,,Shaymin (sky Forme)シェイミ,Gratitude Pokémon,103,75,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,30720,100,600,45,1059860,0.2,100,492,120,75,127,grass,grass,2.1,4,1
Arceus,,Arceusアルセウス,Alpha Pokémon,120,120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30720,0,720,3,1250000,3.2,120,493,120,120,120,normal,,320.0,4,1
Victini,,Victiniビクティニ,Victory Pokémon,100,100,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,30720,100,600,3,1250000,0.4,100,494,100,100,100,psychic,fire,4.0,5,1
Snivy,88.1,Tsutarjaツタージャ,Grass Snake Pokémon,45,55,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,308,45,1059860,0.6,45,495,45,55,63,grass,,8.1,5,0
Servine,88.1,Janovyジャノビー,Grass Snake Pokémon,60,75,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,413,45,1059860,0.8,60,496,60,75,83,grass,,16.0,5,0
Serperior,88.1,Jalordaジャローダ,Regal Pokémon,75,95,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,528,45,1059860,3.3,75,497,75,95,113,grass,,63.0,5,0
Tepig,88.1,Pokabuポカブ,Fire Pig Pokémon,63,45,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,308,45,1059860,0.5,65,498,45,45,45,fire,,9.9,5,0
Pignite,88.1,Chaobooチャオブー,Fire Pig Pokémon,0.00,0.00,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,418,45,1059860,1.0,90,499,70,55,55,fire,fighting,55.5,5,0
Emboar,88.1,Enbuohエンブオー,Mega Fire Pig Pokémon,0.00,0.00,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,528,45,1059860,1.6,110,500,100,65,65,fire,fighting,150.0,5,0
Oshawott,88.1,Mijumaruミジュマル,Sea Otter Pokémon,55,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,308,45,1059860,0.5,55,501,63,45,45,water,,5.9,5,0
Dewott,88.1,Futachimaruフタチマル,Discipline Pokémon,75,60,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,413,45,1059860,0.8,75,502,83,60,60,water,,24.5,5,0
Samurott,88.1,Daikenkiダイケンキ,Formidable Pokémon,100,85,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,528,45,1059860,1.5,95,503,108,70,70,water,,94.6,5,0
Patrat,50,Minezumiミネズミ,Scout Pokémon,55,39,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,255,255,1000000,0.5,45,504,35,39,42,normal,,11.6,5,0
Watchog,50,Miruhogミルホッグ,Lookout Pokémon,85,69,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,420,255,1000000,1.1,60,505,60,69,77,normal,,27.0,5,0
Lillipup,50,Yorterrieヨーテリー,Puppy Pokémon,60,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,275,255,1059860,0.4,45,506,25,45,55,normal,,4.1,5,0
Herdier,50,Herderrieハーデリア,Loyal Dog Pokémon,80,65,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,370,120,1059860,0.9,65,507,35,65,60,normal,,14.7,5,0
Stoutland,50,Moolandムーランド,Big-Hearted Pokémon,110,90,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,500,45,1059860,1.2,85,508,45,90,80,normal,,61.0,5,0
Purrloin,50,Choronekoチョロネコ,Devious Pokémon,50,37,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,5120,70,281,255,1000000,0.4,41,509,50,37,66,dark,,10.1,5,0
Liepard,50,Lepardasレパルダス,Cruel Pokémon,88,50,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,5120,70,446,90,1000000,1.1,64,510,88,50,106,dark,,37.5,5,0
Pansage,88.1,Yanappuヤナップ,Grass Monkey Pokémon,53,48,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,316,190,1000000,0.6,50,511,53,48,64,grass,,10.5,5,0
Simisage,88.1,Yanakkieヤナッキー,Thorn Monkey Pokémon,98,63,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,498,75,1000000,1.1,75,512,98,63,101,grass,,30.5,5,0
Pansear,88.1,Baoppuバオップ,High Temp Pokémon,53,48,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,316,190,1000000,0.6,50,513,53,48,64,fire,,11.0,5,0
Simisear,88.1,Baokkieバオッキー,Ember Pokémon,98,63,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,498,75,1000000,1.0,75,514,98,63,101,fire,,28.0,5,0
Panpour,88.1,Hiyappuヒヤップ,Spray Pokémon,53,48,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,316,190,1000000,0.6,50,515,53,48,64,water,,13.5,5,0
Simipour,88.1,Hiyakkieヒヤッキー,Geyser Pokémon,98,63,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,498,75,1000000,1.0,75,516,98,63,101,water,,29.0,5,0
Munna,50,Munnaムンナ,Dream Eater Pokémon,25,45,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,2560,70,292,190,800000,0.6,76,517,67,55,24,psychic,,23.3,5,0
Musharna,50,Musharnaムシャーナ,Drowsing Pokémon,55,85,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,2560,70,487,75,800000,1.1,116,518,107,95,29,psychic,,60.5,5,0
Pidove,50,Mamepatoマメパト,Tiny Pigeon Pokémon,55,50,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,264,255,1059860,0.3,50,519,36,30,43,normal,flying,2.1,5,0
Tranquill,50,Hatobohハトーボー,Wild Pigeon Pokémon,77,62,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,358,120,1059860,0.6,62,520,50,42,65,normal,flying,15.0,5,0
Unfezant,50,Kenhallowケンホロウ,Proud Pokémon,115,80,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,488,45,1059860,1.2,80,521,65,55,93,normal,flying,29.0,5,0
Blitzle,50,Shimamaシママ,Electrified Pokémon,60,32,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,295,190,1000000,0.8,45,522,50,32,76,electric,,29.8,5,0
Zebstrika,50,Zebraikaゼブライカ,Thunderbolt Pokémon,100,63,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,497,75,1000000,1.6,75,523,80,63,116,electric,,79.5,5,0
Roggenrola,50,Dangoroダンゴロ,Mantle Pokémon,75,85,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,3840,70,280,255,1059860,0.4,55,524,25,25,15,rock,,18.0,5,0
Boldore,50,Gantleガントル,Ore Pokémon,105,105,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,3840,70,390,120,1059860,0.9,70,525,50,40,20,rock,,102.0,5,0
Gigalith,50,Gigaiathギガイアス,Compressed Pokémon,135,130,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,3840,70,515,45,1059860,1.7,85,526,60,80,25,rock,,260.0,5,0
Woobat,50,Koromoriコロモリ,Bat Pokémon,45,43,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,3840,70,323,190,1000000,0.4,65,527,55,43,72,psychic,flying,2.1,5,0
Swoobat,50,Kokoromoriココロモリ,Courting Pokémon,57,55,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,3840,70,425,45,1000000,0.9,67,528,77,55,114,psychic,flying,10.5,5,0
Drilbur,50,Mogurewモグリュー,Mole Pokémon,85,40,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,328,120,1000000,0.3,60,529,30,45,68,ground,,8.5,5,0
Excadrill,50,Doryuzuドリュウズ,Subterrene Pokémon,135,60,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,5120,70,508,60,1000000,0.7,110,530,50,65,88,ground,steel,40.4,5,0
Audino,50,Tabunneタブンネ,Hearing Pokémon,60,126,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,545,255,800000,1.1,103,531,80,126,50,normal,,31.0,5,0
Timburr,75.4,Dokkorerドッコラー,Muscular Pokémon,80,55,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,305,180,1059860,0.6,75,532,25,35,35,fighting,,12.5,5,0
Gurdurr,75.4,Dotekkotsuドテッコツ,Muscular Pokémon,105,85,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,405,90,1059860,1.2,85,533,40,50,40,fighting,,40.0,5,0
Conkeldurr,75.4,Roubushinローブシン,Muscular Pokémon,140,95,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,505,45,1059860,1.4,105,534,55,65,45,fighting,,87.0,5,0
Tympole,50,Otamaroオタマロ,Tadpole Pokémon,50,40,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,294,255,1059860,0.5,50,535,50,40,64,water,,4.5,5,0
Palpitoad,50,Gamagaruガマガル,Vibration Pokémon,65,55,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,384,120,1059860,0.8,75,536,65,55,69,water,ground,17.0,5,0
Seismitoad,50,Gamagerogeガマゲロゲ,Vibration Pokémon,95,75,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,509,45,1059860,1.5,105,537,85,75,74,water,ground,62.0,5,0
Throh,100,Nagekiナゲキ,Judo Pokémon,100,85,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,465,45,1000000,1.3,120,538,30,85,45,fighting,,55.5,5,0
Sawk,100,Dagekiダゲキ,Karate Pokémon,125,75,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,465,45,1000000,1.4,75,539,30,75,85,fighting,,51.0,5,0
Sewaddle,50,Kurumiruクルミル,Sewing Pokémon,53,70,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,3840,70,310,255,1059860,0.3,45,540,40,60,42,bug,grass,2.5,5,0
Swadloon,50,Kurumayuクルマユ,Leaf-Wrapped Pokémon,63,90,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,3840,70,380,120,1059860,0.5,55,541,50,80,42,bug,grass,7.3,5,0
Leavanny,50,Hahakomoriハハコモリ,Nurturing Pokémon,103,80,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,3840,70,500,45,1059860,1.2,75,542,70,80,92,bug,grass,20.5,5,0
Venipede,50,Fushideフシデ,Centipede Pokémon,45,59,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,3840,70,260,255,1059860,0.4,30,543,30,39,57,bug,poison,5.3,5,0
Whirlipede,50,Wheegaホイーガ,Curlipede Pokémon,55,99,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,3840,70,360,120,1059860,1.2,40,544,40,79,47,bug,poison,58.5,5,0
Scolipede,50,Pendrorペンドラー,Megapede Pokémon,100,89,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,5120,70,485,45,1059860,2.5,60,545,55,69,112,bug,poison,200.5,5,0
Cottonee,50,Monmenモンメン,Cotton Puff Pokémon,27,60,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,5120,70,280,190,1000000,0.3,40,546,37,50,66,grass,fairy,0.6,5,0
Whimsicott,50,Elfuunエルフーン,Windveiled Pokémon,67,85,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,5120,70,480,75,1000000,0.7,60,547,77,75,116,grass,fairy,6.6,5,0
Petilil,0,Churineチュリネ,Bulb Pokémon,35,50,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,280,190,1000000,0.5,45,548,70,50,30,grass,,6.6,5,0
Lilligant,0,Dredearドレディア,Flowering Pokémon,60,75,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,480,75,1000000,1.1,70,549,110,75,90,grass,,16.3,5,0
Basculin,50,Bassraoバスラオ,Hostile Pokémon,92,65,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,460,25,1000000,1.0,70,550,80,55,98,water,,18.0,5,0
Sandile,50,Megurocoメグロコ,Desert Croc Pokémon,72,35,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,5120,70,292,180,1059860,0.7,50,551,35,35,65,ground,dark,15.2,5,0
Krokorok,50,Waruvileワルビル,Desert Croc Pokémon,82,45,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,5120,70,351,90,1059860,1.0,60,552,45,45,74,ground,dark,33.4,5,0
Krookodile,50,Waruvialワルビアル,Intimidation Pokémon,117,80,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,5120,70,519,45,1059860,1.5,95,553,65,70,92,ground,dark,96.3,5,0
Darumaka,50,Darumakkaダルマッカ,Zen Charm Pokémon,90,45,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,315,120,1059860,0.6,70,554,15,45,50,fire,,37.5,5,0
Darmanitan,50,Hihidarumaヒヒダルマ,Blazing Pokémon,30,105,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,540,60,1059860,1.3,105,555,140,105,55,fire,fire,92.9,5,0
Maractus,50,Maracacchiマラカッチ,Cactus Pokémon,86,67,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,461,255,1000000,1.0,75,556,106,67,60,grass,,28.0,5,0
Dwebble,50,Ishizumaiイシズマイ,Rock Inn Pokémon,65,85,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,5120,70,325,190,1000000,0.3,50,557,35,35,55,bug,rock,14.5,5,0
Crustle,50,Iwapalaceイワパレス,Stone Home Pokémon,105,125,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,5120,70,485,75,1000000,1.4,70,558,65,75,45,bug,rock,200.0,5,0
Scraggy,50,Zurugguズルッグ,Shedding Pokémon,75,70,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,3840,35,348,180,1000000,0.6,50,559,35,70,48,dark,fighting,11.8,5,0
Scrafty,50,Zuruzukinズルズキン,Hoodlum Pokémon,90,115,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,3840,70,488,90,1000000,1.1,65,560,45,115,58,dark,fighting,30.0,5,0
Sigilyph,50,Symbolerシンボラー,Avianoid Pokémon,58,80,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,5120,70,490,45,1000000,1.4,72,561,103,80,97,psychic,flying,14.0,5,0
Yamask,50,Desumasuデスマス,Spirit Pokémon,30,85,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,70,303,190,1000000,0.5,38,562,55,65,30,ghost,,1.5,5,0
Cofagrigus,50,Desukarnデスカーン,Coffin Pokémon,50,145,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,70,483,90,1000000,1.7,58,563,95,105,30,ghost,,76.5,5,0
Tirtouga,88.1,Protogaプロトーガ,Prototurtle Pokémon,78,103,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,7680,70,355,45,1000000,0.7,54,564,53,45,22,water,rock,16.5,5,0
Carracosta,88.1,Abagouraアバゴーラ,Prototurtle Pokémon,108,133,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,7680,70,495,45,1000000,1.2,74,565,83,65,32,water,rock,81.0,5,0
Archen,88.1,Archenアーケン,First Bird Pokémon,112,45,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,7680,70,401,45,1000000,0.5,55,566,74,45,70,rock,flying,9.5,5,0
Archeops,88.1,Archeosアーケオス,First Bird Pokémon,140,65,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,7680,70,567,45,1000000,1.4,75,567,112,65,110,rock,flying,32.0,5,0
Trubbish,50,Yabukuronヤブクロン,Trash Bag Pokémon,50,62,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,329,190,1000000,0.6,50,568,40,62,65,poison,,31.0,5,0
Garbodor,50,Dustdasダストダス,Trash Heap Pokémon,95,82,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,474,60,1000000,1.9,80,569,60,82,75,poison,,107.3,5,0
Zorua,88.1,Zoruaゾロア,Tricky Fox Pokémon,65,40,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,6400,70,330,75,1059860,0.7,40,570,80,40,65,dark,,12.5,5,0
Zoroark,88.1,Zoroarkゾロアーク,Illusion Fox Pokémon,105,60,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,5120,70,510,45,1059860,1.6,60,571,120,60,105,dark,,81.1,5,0
Minccino,24.6,Chillarmyチラーミィ,Chinchilla Pokémon,50,40,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,300,255,800000,0.4,55,572,40,40,75,normal,,5.8,5,0
Cinccino,24.6,Chillaccinoチラチーノ,Scarf Pokémon,95,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,470,60,800000,0.5,75,573,65,60,115,normal,,7.5,5,0
Gothita,24.6,Gothimuゴチム,Fixation Pokémon,30,50,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,290,200,1059860,0.4,45,574,55,65,45,psychic,,5.8,5,0
Gothorita,24.6,Gothimiruゴチミル,Manipulate Pokémon,45,70,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,390,100,1059860,0.7,60,575,75,85,55,psychic,,18.0,5,0
Gothitelle,24.6,Gothiruselleゴチルゼル,Astral Body Pokémon,55,95,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,490,50,1059860,1.5,70,576,95,110,65,psychic,,44.0,5,0
Solosis,50,Uniranユニラン,Cell Pokémon,30,40,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,290,200,1059860,0.3,45,577,105,50,20,psychic,,1.0,5,0
Duosion,50,Doublanダブラン,Mitosis Pokémon,40,50,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,370,100,1059860,0.6,65,578,125,60,30,psychic,,8.0,5,0
Reuniclus,50,Lanculusランクルス,Multiplying Pokémon,65,75,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,490,50,1059860,1.0,110,579,125,85,30,psychic,,20.1,5,0
Ducklett,50,Koaruhieコアルヒー,Water Bird Pokémon,44,50,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,5120,70,305,190,1000000,0.5,62,580,44,50,55,water,flying,5.5,5,0
Swanna,50,Swannaスワンナ,White Bird Pokémon,87,63,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,5120,70,473,45,1000000,1.3,75,581,87,63,98,water,flying,24.2,5,0
Vanillite,50,Vanipetiバニプッチ,Fresh Snow Pokémon,50,50,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,305,255,1250000,0.4,36,582,65,60,44,ice,,5.7,5,0
Vanillish,50,Vanirichバニリッチ,Icy Snow Pokémon,65,65,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,395,120,1250000,1.1,51,583,80,75,59,ice,,41.0,5,0
Vanilluxe,50,Baivanillaバイバニラ,Snowstorm Pokémon,95,85,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,535,45,1250000,1.3,71,584,110,95,79,ice,,57.5,5,0
Deerling,50,Shikijikaシキジカ,Season Pokémon,60,50,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,335,190,1000000,0.6,60,585,40,50,75,normal,grass,19.5,5,0
Sawsbuck,50,Mebukijikaメブキジカ,Season Pokémon,100,70,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,475,75,1000000,1.9,80,586,60,70,95,normal,grass,92.5,5,0
Emolga,50,Emongaエモンガ,Sky Squirrel Pokémon,75,60,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,5120,70,428,200,1000000,0.4,55,587,75,60,103,electric,flying,5.0,5,0
